Cluster,ClusterRank,deltaG,deltaGelec,deltaGvdw,deltaGligsolvnonpol,deltaGligsolvpol,deltaGprotsolvnonpol,deltaGprotsolvpol,deltaGcompsolvnonpol,deltaGcompsolvpol,extraFull,surfFull,solvFull,IntraFull,InterFull,FullFitness,SimpleFitness,Energy
30,1,-8.080384,0,-39.4379,8.94277,-8.32222,201.193,-1509.24,198.525,-1505.49,0,198.525,-1505.49,-26.0465,-39.4379,-1372.4493,-56.2686,-56.2686
30,2,-8.080384,0,-39.4379,8.94277,-8.32222,201.193,-1509.24,198.525,-1505.49,0,198.525,-1505.49,-26.0465,-39.4379,-1372.4493,-56.2686,-56.2686
30,3,-8.062395,0,-39.3047,8.9225,-8.29691,201.193,-1509.24,198.481,-1505.34,0,198.481,-1505.34,-26.2398,-39.3047,-1372.4036,-56.2734,-56.2734
30,4,-8.232428,0,-43.8395,9.42869,-7.57006,201.193,-1509.24,198.462,-1499.57,0,198.462,-1499.57,-20.8012,-43.8395,-1365.7487,-52.0121,-52.0121
30,5,-8.2518635,0,-46.1407,9.38824,-8.96576,201.193,-1509.24,198.437,-1497.75,0,198.437,-1497.75,-18.5518,-46.1407,-1364.0055,-52.0891,-52.0891
30,6,-8.2518635,0,-46.1407,9.38824,-8.96576,201.193,-1509.24,198.437,-1497.75,0,198.437,-1497.75,-18.5518,-46.1407,-1364.0055,-52.0891,-52.0891
30,7,-8.251399,0,-46.0976,9.38554,-8.95239,201.193,-1509.24,198.45,-1497.82,0,198.45,-1497.82,-18.5228,-46.0976,-1363.9904,-52.0327,-52.0327
31,0,-7.276969,0,-31.5056,8.33688,-7.94509,201.193,-1509.24,200.218,-1507.8,0,200.218,-1507.8,-33.0801,-31.5056,-1372.1677,-54.9775,-54.9775
31,1,-7.276969,0,-31.5056,8.33688,-7.94509,201.193,-1509.24,200.218,-1507.8,0,200.218,-1507.8,-33.0801,-31.5056,-1372.1677,-54.9775,-54.9775
31,2,-7.276969,0,-31.5056,8.33688,-7.94509,201.193,-1509.24,200.218,-1507.8,0,200.218,-1507.8,-33.0801,-31.5056,-1372.1677,-54.9775,-54.9775
31,3,-7.2975006,0,-31.6481,8.34053,-7.94022,201.193,-1509.24,200.202,-1507.88,0,200.202,-1507.88,-32.7905,-31.6481,-1372.1166,-54.9548,-54.9548
31,4,-7.2975006,0,-31.6481,8.34053,-7.94022,201.193,-1509.24,200.202,-1507.88,0,200.202,-1507.88,-32.7905,-31.6481,-1372.1166,-54.9548,-54.9548
31,5,-7.2975006,0,-31.6481,8.34053,-7.94022,201.193,-1509.24,200.202,-1507.88,0,200.202,-1507.88,-32.7905,-31.6481,-1372.1166,-54.9548,-54.9548
31,6,-7.2975006,0,-31.6481,8.34053,-7.94022,201.193,-1509.24,200.202,-1507.88,0,200.202,-1507.88,-32.7905,-31.6481,-1372.1166,-54.9548,-54.9548
31,7,-7.210555,0,-31.5543,8.30897,-8.05679,201.193,-1509.24,200.351,-1507,0,200.351,-1507,-33.7893,-31.5543,-1371.9927,-54.8765,-54.8765
32,0,-8.807812,0,-58.7135,9.04396,-9.0041,201.193,-1509.24,198.618,-1488.25,0,198.618,-1488.25,-21.4985,-58.7135,-1369.844,-63.5395,-63.5395
32,1,-8.690268,0,-56.7061,9.12743,-8.39985,201.193,-1509.24,198.444,-1488.43,0,198.444,-1488.43,-18.0605,-56.7061,-1364.7527,-56.2357,-56.2357
33,0,-8.499301,0,-48.1463,8.74823,-9.47721,201.193,-1509.24,198.881,-1500.88,0,198.881,-1500.88,-19.3275,-48.1463,-1369.4728,-56.5006,-56.5006
33,1,-8.496075,0,-48.0958,8.74263,-9.48552,201.193,-1509.24,198.886,-1500.93,0,198.886,-1500.93,-19.3326,-48.0958,-1369.4724,-56.5115,-56.5115
33,2,-7.464809,0,-34.7195,8.47444,-8.21665,201.193,-1509.24,198.374,-1503.11,0,198.374,-1503.11,-29.237,-34.7195,-1368.6925,-57.9292,-57.9292
34,0,-8.860477,0,-54.31,9.35099,-9.17534,201.193,-1509.24,198.719,-1495.77,0,198.719,-1495.77,-16.2217,-54.31,-1367.5828,-52.2767,-52.2767
35,0,-8.586546,0,-57.3651,8.91016,-7.97881,201.193,-1509.24,198.469,-1485.67,0,198.469,-1485.67,-21.3609,-57.3651,-1365.927,-58.6263,-58.6263
36,0,-8.098387,0,-44.1014,8.90412,-9.43764,201.193,-1509.24,199.055,-1500.57,0,199.055,-1500.57,-18.2529,-44.1014,-1363.8691,-51.9634,-51.9634
36,1,-8.074285,0,-43.9871,8.87296,-9.41864,201.193,-1509.24,199.002,-1500.3,0,199.002,-1500.3,-17.9482,-43.9871,-1363.2334,-51.4117,-51.4117
36,2,-7.978301,0,-42.5838,8.88717,-9.49559,201.193,-1509.24,199.05,-1501.03,0,199.05,-1501.03,-18.5797,-42.5838,-1363.1434,-51.5388,-51.5388
37,0,-8.106641,0,-43.576,9.14947,-10.65,201.193,-1509.24,198.518,-1501.52,0,198.518,-1501.52,-15.8546,-43.576,-1362.4326,-55.6641,-55.6641
38,0,-7.9873996,0,-41.7899,9.03297,-7.1349,201.193,-1509.24,198.759,-1499.37,0,198.759,-1499.37,-19.1053,-41.7899,-1361.5061,-53.8688,-53.8688
39,0,-8.573425,0,-48.4333,9.57356,-10.305,201.193,-1509.24,198.629,-1500.81,0,198.629,-1500.81,-10.2135,-48.4333,-1360.8279,-52.3505,-52.3505
40,0,-7.161743,0,-32.0366,8.97878,-8.57951,201.193,-1509.24,198.401,-1501.93,0,198.401,-1501.93,-25.0594,-32.0366,-1360.625,-48.0061,-48.0061
41,0,-8.153538,0,-43.7359,9.10173,-7.82888,201.193,-1509.24,198.795,-1499.72,0,198.795,-1499.72,-14.0776,-43.7359,-1358.7384,-52.7312,-52.7312
41,1,-7.845865,0,-41.9619,9.34709,-8.58412,201.193,-1509.24,199.008,-1498.14,0,199.008,-1498.14,-16.9709,-41.9619,-1358.0647,-47.5446,-47.5446
41,2,-7.693849,0,-40.0759,9.16324,-6.61515,201.193,-1509.24,198.842,-1496.63,0,198.842,-1496.63,-15.7952,-40.0759,-1353.659,-47.2757,-47.2757
41,3,-7.9711185,0,-45.3581,9.25135,-8.12186,201.193,-1509.24,198.961,-1494.55,0,198.961,-1494.55,-3.46845,-45.3581,-1344.4155,-33.8261,-33.8261
41,4,-6.351768,0,-26.5495,9.42141,-8.01809,201.193,-1509.24,198.756,-1496.48,0,198.756,-1496.48,-9.72711,-26.5495,-1334.0006,-28.8822,-28.8822
42,0,-8.530015,0,-52.7991,9.05543,-9.62161,201.193,-1509.24,198.545,-1493.34,0,198.545,-1493.34,-7.45169,-52.7991,-1355.0457,-42.0917,-42.0917
43,0,-8.054471,0,-45.683,9.17026,-7.63275,201.193,-1509.24,198.653,-1494.57,0,198.653,-1494.57,-12.8452,-45.683,-1354.4452,-42.6207,-42.6207
44,0,-7.896448,0,-39.235,9.41772,-7.01107,201.193,-1509.24,198.659,-1500.96,0,198.659,-1500.96,-12.4669,-39.235,-1354.0029,-42.4553,-42.4553
44,1,-7.7743754,0,-37.9943,9.41828,-7.01743,201.193,-1509.24,198.634,-1500.85,0,198.634,-1500.85,-12.1569,-37.9943,-1352.3672,-41.1282,-41.1282
45,0,-7.006784,0,-30.0213,8.79091,-6.84879,201.193,-1509.24,198.315,-1500.94,0,198.315,-1500.94,-21.0861,-30.0213,-1353.7324,-49.6081,-49.6081
46,0,-7.433906,0,-31.2902,9.19617,-9.08551,201.193,-1509.24,198.284,-1507.52,0,198.284,-1507.52,-12.243,-31.2902,-1352.7693,-40.5271,-40.5271
47,0,-6.911736,0,-30.9084,9.08655,-5.29121,201.193,-1509.24,198.489,-1496.27,0,198.489,-1496.27,-19.0209,-30.9084,-1347.7103,-41.1194,-41.1194
